,type,fixed acidity,volatile acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1268,0,7.6,0.31,0.29,10.5,21.0,145.0,0.9966,3.04,0.35,9.4,0
1269,0,8.4,0.35,0.56,13.8,55.0,190.0,0.9993,3.07,0.58,9.4,1
1270,0,8.0,0.22,0.42,14.6,45.0,163.0,1.0003,3.21,0.69,8.6,2
1271,0,8.1,0.5,0.47,1.1,23.0,126.0,0.9938,3.21,0.42,10.9,0
1272,0,7.0,0.39,0.31,5.3,32.0,162.0,0.9965,3.2,0.48,9.4,0
1273,0,8.1,0.5,0.47,1.1,23.0,126.0,0.9938,3.21,0.42,10.9,0
1274,0,8.4,0.35,0.56,13.8,55.0,190.0,0.9993,3.07,0.58,9.4,1
1275,0,6.2,0.22,0.27,1.5,20.0,132.0,0.9938,3.22,0.46,9.2,1
1276,0,8.0,0.22,0.42,14.6,45.0,163.0,1.0003,3.21,0.69,8.6,2
1277,0,7.6,0.31,0.29,10.5,21.0,145.0,0.9966,3.04,0.35,9.4,0
1278,0,7.0,0.24,0.36,4.9,10.0,133.0,0.9942,3.33,0.37,10.8,1
1279,0,6.6,0.27,0.3,1.9,14.0,153.0,0.9928,3.29,0.62,10.5,1
1280,0,7.8,0.16,0.41,1.7,29.0,140.0,0.991,3.02,0.78,12.5,1
1281,0,7.7,0.27,0.34,1.8,26.0,168.0,0.9911,2.99,0.48,12.1,2
1282,0,7.4,0.31,0.74,10.7,51.0,147.0,0.9977,3.02,0.43,8.7,0
1283,0,8.0,0.45,0.36,8.8,50.0,151.0,0.9927,3.07,0.25,12.7,2
1284,0,7.7,0.27,0.34,1.8,26.0,168.0,0.9911,2.99,0.48,12.1,2
1285,0,7.8,0.16,0.41,1.7,29.0,140.0,0.991,3.02,0.78,12.5,1
1286,0,6.6,0.16,0.29,1.8,40.0,147.0,0.9912,3.06,0.44,11.4,2
1287,0,8.3,0.21,0.4,1.6,35.0,110.0,0.9907,3.02,0.6,12.9,2
1288,0,7.2,0.32,0.33,1.4,29.0,109.0,0.9902,3.15,0.51,12.8,2
1289,0,6.6,0.16,0.3,1.6,15.0,78.0,0.992,3.38,0.44,11.2,1
1290,0,8.4,0.16,0.33,1.5,16.0,98.0,0.994,3.14,0.42,9.7,1
1291,0,7.5,0.23,0.32,9.2,54.0,191.0,0.9966,3.04,0.56,9.7,1
1292,0,6.2,0.17,0.3,1.1,14.0,79.0,0.993,3.5,0.54,10.3,1
1293,0,6.9,0.39,0.22,4.3,10.0,102.0,0.993,3.0,0.87,11.6,0
1294,0,6.9,0.41,0.22,4.2,10.0,102.0,0.993,3.0,0.86,11.6,0
1295,0,7.5,0.23,0.32,9.2,54.0,191.0,0.9966,3.04,0.56,9.7,1
1296,0,7.5,0.38,0.33,5.0,30.0,131.0,0.9942,3.32,0.44,10.9,1
1297,0,7.3,0.42,0.38,6.8,29.0,122.0,0.9925,3.19,0.37,12.6,2
1298,0,7.3,0.34,0.39,5.2,45.0,163.0,0.9925,3.3,0.47,12.4,1
1299,0,7.8,0.23,0.28,4.75,45.0,166.0,0.9928,2.96,0.4,11.5,0
1300,0,9.0,0.245,0.38,5.9,52.0,159.0,0.995,2.93,0.35,10.2,1
1301,0,6.9,0.2,0.4,7.7,51.0,176.0,0.9939,3.22,0.27,11.4,0
1302,0,7.4,0.19,0.42,6.4,39.0,212.0,0.9958,3.3,0.33,9.6,1
1303,0,8.2,0.2,0.36,8.1,60.0,163.0,0.9952,3.05,0.3,10.3,1
1304,0,8.0,0.59,0.71,17.35,61.0,228.0,1.0,2.95,0.75,9.3,0
1305,0,7.9,0.14,0.45,1.8,17.0,114.0,0.9948,3.33,0.49,10.7,2
1306,0,6.8,0.24,0.4,1.8,34.0,105.0,0.99,3.13,0.49,12.8,2
1307,0,9.7,0.14,0.59,1.5,23.0,142.0,0.9958,2.98,0.62,9.5,0
1308,0,9.2,0.15,0.68,1.6,22.0,130.0,0.9948,3.02,0.45,10.4,1
1309,0,9.4,0.17,0.55,1.6,14.0,94.0,0.9949,3.02,0.61,10.3,1
1310,0,5.2,0.365,0.08,13.5,37.0,142.0,0.997,3.46,0.39,9.9,1
1311,0,6.3,0.23,0.22,3.75,37.0,116.0,0.9927,3.23,0.5,10.7,1
1312,0,9.6,0.25,0.54,1.3,16.0,160.0,0.9938,2.94,0.43,10.5,0
1313,0,9.2,0.32,0.42,1.3,14.0,186.0,0.9949,3.08,0.48,9.6,0
1314,0,6.4,0.31,0.4,6.2,46.0,169.0,0.9953,3.15,0.46,9.3,1
1315,0,8.1,0.2,0.36,9.7,63.0,162.0,0.997,3.1,0.46,10.0,1
1316,0,7.9,0.255,0.26,2.0,40.0,190.0,0.9932,3.04,0.39,11.2,1
1317,0,7.0,0.15,0.34,1.4,21.0,177.0,0.9927,3.32,0.62,10.8,0
1318,0,6.4,0.15,0.31,1.1,25.0,96.0,0.9932,3.54,0.51,10.3,1
1319,0,6.4,0.25,0.53,6.6,59.0,234.0,0.9955,3.03,0.42,8.8,0
1320,0,7.6,0.19,0.42,1.5,6.0,114.0,0.9914,3.04,0.74,12.8,1
1321,0,7.3,0.43,0.37,4.6,17.0,114.0,0.991,3.23,0.43,13.2,1
1322,0,5.1,0.31,0.3,0.9,28.0,152.0,0.992,3.54,0.56,10.1,1
1323,0,6.2,0.2,0.26,1.7,40.0,161.0,0.9924,3.44,0.66,11.0,0
1324,0,6.9,0.16,0.35,1.3,21.0,182.0,0.9927,3.25,0.62,10.8,1
1325,0,7.7,0.32,0.48,2.3,28.0,114.0,0.9911,3.2,0.52,12.8,2
1326,0,6.5,0.22,0.72,6.8,33.0,168.0,0.9958,3.12,0.36,9.2,1
1327,0,6.8,0.26,0.33,1.5,44.0,167.0,0.9928,3.12,0.44,10.5,1
1328,0,5.2,0.37,0.33,1.2,13.0,81.0,0.9902,3.37,0.38,11.7,1
1329,0,8.4,0.19,0.43,2.1,20.0,104.0,0.994,2.85,0.46,9.5,0
1330,0,8.3,0.21,0.41,2.2,24.0,108.0,0.994,2.85,0.45,9.5,0
1331,0,6.8,0.15,0.32,8.8,24.0,110.0,0.9972,3.4,0.4,8.8,1
1332,0,7.9,0.16,0.64,17.0,69.0,210.0,1.0004,3.15,0.51,9.3,2
1333,0,7.8,0.21,0.39,1.8,62.0,180.0,0.991,3.09,0.75,12.6,2
1334,0,9.0,0.24,0.5,1.2,26.0,107.0,0.9918,3.21,0.34,12.4,1
1335,0,5.7,0.21,0.24,2.3,60.0,189.0,0.995,3.65,0.72,10.1,1
1336,0,7.8,0.29,0.36,7.0,38.0,161.0,0.9941,3.26,0.37,11.2,2
1337,0,6.7,0.18,0.3,6.4,40.0,251.0,0.9956,3.29,0.52,10.0,0
1338,0,6.7,0.18,0.3,6.4,40.0,251.0,0.9956,3.29,0.52,10.0,0
1339,0,8.4,0.58,0.27,12.15,37.0,116.0,0.9959,2.99,0.39,10.8,1
1340,0,7.2,0.16,0.32,0.8,50.0,121.0,0.9922,3.27,0.33,10.0,1
1341,0,7.6,0.54,0.23,2.0,13.0,151.0,0.9931,3.04,0.33,10.4,0
1342,0,8.4,0.58,0.27,12.15,37.0,116.0,0.9959,2.99,0.39,10.8,1
1343,0,6.6,0.25,0.31,12.4,52.0,181.0,0.9984,3.51,0.47,9.8,1
1344,0,7.3,0.23,0.37,1.9,51.0,165.0,0.9908,3.26,0.4,12.2,2
1345,0,7.3,0.39,0.37,1.1,36.0,113.0,0.991,3.39,0.48,12.7,2
1346,0,7.0,0.46,0.39,6.2,46.0,163.0,0.9928,3.21,0.35,12.2,2
1347,0,8.2,0.35,0.4,6.3,35.0,162.0,0.9936,3.15,0.34,11.9,2
1348,0,7.8,0.29,0.36,7.0,38.0,161.0,0.9941,3.26,0.37,11.2,2
1349,0,9.2,0.35,0.39,0.9,15.0,61.0,0.9924,2.96,0.28,10.4,0
1350,0,8.0,0.57,0.39,3.9,22.0,122.0,0.9917,3.29,0.67,12.8,2
1351,0,6.5,0.37,0.33,3.9,40.0,130.0,0.9906,3.28,0.39,12.7,2
1352,0,5.7,0.21,0.24,2.3,60.0,189.0,0.995,3.65,0.72,10.1,1
1353,0,6.7,0.18,0.3,6.4,40.0,251.0,0.9956,3.29,0.52,10.0,0
1354,0,7.8,0.13,0.3,1.8,43.0,179.0,0.9955,3.43,0.41,9.0,0
1355,0,7.6,0.19,0.41,1.1,38.0,143.0,0.9907,2.92,0.42,11.4,0
1356,0,7.3,0.22,0.41,15.4,55.0,191.0,1.0,3.32,0.59,8.9,1
1357,0,6.3,0.29,0.4,6.5,43.0,167.0,0.9953,3.15,0.44,9.3,1
1358,0,6.8,0.35,0.32,2.4,35.0,103.0,0.9911,3.28,0.46,12.0,2
1359,0,6.5,0.19,0.32,1.4,31.0,132.0,0.9922,3.36,0.54,10.8,2
1360,0,6.2,0.12,0.26,5.7,56.0,158.0,0.9951,3.52,0.37,10.5,1
1361,0,6.0,0.13,0.28,5.7,56.0,189.5,0.9948,3.59,0.43,10.6,2
1362,0,6.4,0.25,0.33,1.4,42.0,115.0,0.9906,3.19,0.48,11.3,2
1363,0,6.9,0.32,0.16,1.4,15.0,96.0,0.994,3.22,0.38,9.5,0
1364,0,7.6,0.19,0.41,1.1,38.0,143.0,0.9907,2.92,0.42,11.4,0
1365,0,6.7,0.13,0.28,1.2,35.0,140.0,0.9927,3.33,0.33,10.1,2
1366,0,7.0,0.14,0.41,0.9,22.0,95.0,0.9914,3.25,0.43,10.9,1
1367,0,7.6,0.27,0.24,3.8,19.0,115.0,0.9958,3.15,0.45,8.9,0
1368,0,7.3,0.22,0.41,15.4,55.0,191.0,1.0,3.32,0.59,8.9,1
1369,0,7.4,0.64,0.47,14.15,42.0,185.0,0.9984,2.9,0.49,9.3,0
1370,0,7.6,0.28,0.39,1.9,23.0,116.0,0.9941,3.25,0.4,10.4,1
1371,0,8.3,0.26,0.41,9.2,41.0,162.0,0.9944,3.1,0.38,12.0,2
1372,0,10.7,0.22,0.56,8.2,37.0,181.0,0.998,2.87,0.68,9.5,1
1373,0,10.7,0.22,0.56,8.2,37.0,181.0,0.998,2.87,0.68,9.5,1
1374,0,6.9,0.23,0.34,2.7,24.0,121.0,0.9902,3.14,0.38,12.4,2
1375,0,6.2,0.3,0.32,1.7,30.0,130.0,0.9911,3.28,0.41,11.2,2
1376,0,6.9,0.27,0.41,1.7,6.0,134.0,0.9929,3.15,0.69,11.4,1
1377,0,6.9,0.28,0.41,1.7,10.0,136.0,0.993,3.16,0.71,11.4,1
1378,0,6.9,0.28,0.3,1.6,46.0,132.0,0.9918,3.35,0.38,11.1,2
1379,0,6.9,0.46,0.2,0.9,5.0,126.0,0.992,3.1,0.42,10.4,1
1380,0,6.9,0.38,0.32,8.5,36.0,152.0,0.9932,3.38,0.35,12.0,2
1381,0,5.7,0.43,0.3,5.7,24.0,98.0,0.992,3.54,0.61,12.3,2
1382,0,6.6,0.56,0.16,3.1,28.0,92.0,0.994,3.12,0.35,9.1,1
1383,0,7.1,0.36,0.56,1.3,25.0,102.0,0.9923,3.24,0.33,10.5,1
1384,0,6.8,0.23,0.4,1.6,5.0,133.0,0.993,3.23,0.7,11.4,1
1385,0,6.2,0.33,0.29,1.3,26.0,138.0,0.9956,3.77,0.64,9.5,0
1386,0,5.6,0.49,0.13,4.5,17.0,116.0,0.9907,3.42,0.9,13.7,2
1387,0,6.6,0.42,0.33,2.8,15.0,85.0,0.99,3.28,0.51,13.4,1
1388,0,7.3,0.18,0.29,1.2,12.0,143.0,0.9918,3.2,0.48,11.3,2
1389,0,8.1,0.19,0.4,0.9,73.0,180.0,0.9926,3.06,0.34,10.0,1
1390,0,5.9,0.19,0.26,7.4,33.0,123.0,0.995,3.49,0.42,10.1,1
1391,0,6.2,0.16,0.47,1.4,23.0,81.0,0.99,3.26,0.42,12.2,1
1392,0,6.6,0.42,0.33,2.8,15.0,85.0,0.99,3.28,0.51,13.4,1
1393,0,5.7,0.135,0.3,4.6,19.0,101.0,0.9946,3.31,0.42,9.3,1
1394,0,5.6,0.49,0.13,4.5,17.0,116.0,0.9907,3.42,0.9,13.7,2
1395,0,6.9,0.19,0.33,1.6,27.0,98.0,0.9898,3.09,0.46,12.3,2
1396,0,7.3,0.18,0.29,1.2,12.0,143.0,0.9918,3.2,0.48,11.3,2
1397,0,7.3,0.25,0.36,13.1,35.0,200.0,0.9986,3.04,0.46,8.9,2
1398,0,7.3,0.25,0.36,13.1,35.0,200.0,0.9986,3.04,0.46,8.9,2
1399,0,7.0,0.2,0.34,5.7,32.0,83.0,0.9928,3.19,0.46,11.5,1
1400,0,7.3,0.25,0.36,13.1,35.0,200.0,0.9986,3.04,0.46,8.9,2
1401,0,6.3,0.67,0.48,12.6,57.0,222.0,0.9979,3.17,0.52,9.3,1
1402,0,7.4,0.4,0.29,5.4,31.0,122.0,0.994,3.3,0.5,11.1,2
1403,0,7.1,0.26,0.31,2.2,29.0,128.0,0.9937,3.34,0.64,10.9,2
1404,0,9.0,0.31,0.48,6.6,11.0,73.0,0.9938,2.9,0.38,11.6,0
1405,0,6.3,0.39,0.24,6.9,9.0,117.0,0.9942,3.15,0.35,10.2,0
1406,0,8.2,0.22,0.36,6.8,12.0,90.0,0.9944,3.01,0.38,10.5,2
1407,0,7.1,0.19,0.28,3.6,16.0,78.0,0.993,2.91,0.78,11.4,1
1408,0,7.3,0.25,0.36,13.1,35.0,200.0,0.9986,3.04,0.46,8.9,2
1409,0,7.9,0.2,0.34,1.2,29.0,118.0,0.9932,3.14,0.41,10.6,1
1410,0,7.1,0.26,0.32,5.9,39.0,97.0,0.9934,3.31,0.4,11.6,1
1411,0,7.0,0.2,0.34,5.7,32.0,83.0,0.9928,3.19,0.46,11.5,1
1412,0,6.9,0.3,0.33,4.1,26.0,155.0,0.9925,3.25,0.79,12.3,2
1413,0,8.1,0.29,0.49,7.1,22.0,124.0,0.9944,3.14,0.41,10.8,1
1414,0,5.8,0.17,0.3,1.4,55.0,130.0,0.9909,3.29,0.38,11.3,1
1415,0,5.9,0.415,0.02,0.8,22.0,63.0,0.9932,3.36,0.36,9.3,0
1416,0,6.6,0.23,0.26,1.3,16.0,128.0,0.9934,3.36,0.6,10.0,1
1417,0,8.6,0.55,0.35,15.55,35.5,366.5,1.0001,3.04,0.63,11.0,0
1418,0,6.9,0.35,0.74,1.0,18.0,132.0,0.992,3.13,0.55,10.2,0
1419,0,7.6,0.14,0.74,1.6,27.0,103.0,0.9916,3.07,0.4,10.8,2
1420,0,9.2,0.28,0.49,11.8,29.0,137.0,0.998,3.1,0.34,10.1,0
1421,0,6.2,0.18,0.49,4.5,17.0,90.0,0.9919,3.27,0.37,11.6,1
1422,0,5.3,0.165,0.24,1.1,25.0,105.0,0.9925,3.32,0.47,9.1,0
1423,0,9.8,0.25,0.74,10.0,36.0,225.0,0.9977,3.06,0.43,10.0,0
1424,0,8.1,0.29,0.49,7.1,22.0,124.0,0.9944,3.14,0.41,10.8,1
1425,0,6.8,0.22,0.49,0.9,26.0,128.0,0.991,3.25,0.35,11.4,1
1426,0,7.2,0.22,0.49,1.0,34.0,140.0,0.99,3.05,0.34,12.7,1
1427,0,7.4,0.25,0.49,1.1,35.0,156.0,0.9917,3.13,0.55,11.3,0
1428,0,8.2,0.18,0.49,1.1,28.0,81.0,0.9923,3.0,0.68,10.4,2
1429,0,6.1,0.22,0.49,1.5,18.0,87.0,0.9928,3.3,0.46,9.6,0
1430,0,7.0,0.39,0.24,1.0,8.0,119.0,0.9923,3.0,0.31,10.1,0
1431,0,6.1,0.22,0.49,1.5,18.0,87.0,0.9928,3.3,0.46,9.6,0
1432,0,6.5,0.36,0.49,2.9,16.0,94.0,0.9902,3.1,0.49,12.1,2
1433,0,7.1,0.29,0.49,1.2,32.0,99.0,0.9893,3.07,0.33,12.2,1
1434,0,7.4,0.25,0.49,1.1,35.0,156.0,0.9917,3.13,0.55,11.3,0
1435,0,6.9,0.23,0.24,14.2,19.0,94.0,0.9982,3.17,0.5,9.6,0
1436,0,8.5,0.56,0.74,17.85,51.0,243.0,1.0005,2.99,0.7,9.2,0
1437,0,8.2,0.18,0.49,1.1,28.0,81.0,0.9923,3.0,0.68,10.4,2
1438,0,6.3,0.23,0.49,7.1,67.0,210.0,0.9951,3.23,0.34,9.5,0
1439,0,6.1,0.25,0.49,7.6,67.0,226.0,0.9956,3.16,0.47,8.9,0
1440,0,7.2,0.26,0.74,13.6,56.0,162.0,0.998,3.03,0.44,8.8,0
1441,0,7.2,0.31,0.24,1.4,17.0,117.0,0.9928,3.16,0.35,10.5,0
1442,0,8.0,0.25,0.49,1.2,27.0,117.0,0.9938,3.08,0.34,9.4,0
1443,0,7.0,0.18,0.49,5.3,34.0,125.0,0.9914,3.24,0.4,12.2,1
1444,0,7.8,0.43,0.49,13.0,37.0,158.0,0.9955,3.14,0.35,11.3,1
1445,0,8.3,0.2,0.74,4.45,33.0,130.0,0.9924,3.25,0.42,12.2,1
1446,0,6.3,0.27,0.49,1.2,35.0,92.0,0.9911,3.38,0.42,12.2,1
1447,0,7.4,0.16,0.49,1.2,18.0,150.0,0.9917,3.23,0.47,11.2,1
1448,0,7.4,0.16,0.49,1.2,18.0,150.0,0.9917,3.23,0.47,11.2,1
1449,0,6.9,0.19,0.49,6.6,49.0,172.0,0.9932,3.2,0.27,11.5,1
1450,0,7.8,0.43,0.49,13.0,37.0,158.0,0.9955,3.14,0.35,11.3,1
1451,0,7.2,0.4,0.49,1.1,11.0,138.0,0.9929,3.01,0.42,9.3,0
1452,0,7.8,0.43,0.49,13.0,37.0,158.0,0.9955,3.14,0.35,11.3,1
1453,0,7.6,0.52,0.49,14.0,37.0,156.0,0.9958,3.14,0.38,11.8,2
1454,0,8.3,0.21,0.49,19.8,50.0,231.0,1.0012,2.99,0.54,9.2,0
1455,0,6.9,0.34,0.74,11.2,44.0,150.0,0.9968,3.0,0.81,9.2,0
1456,0,6.3,0.27,0.49,1.2,35.0,92.0,0.9911,3.38,0.42,12.2,1
1457,0,8.3,0.2,0.74,4.45,33.0,130.0,0.9924,3.25,0.42,12.2,1
1458,0,7.1,0.22,0.74,2.7,42.0,144.0,0.991,3.31,0.41,12.2,1
1459,0,7.9,0.11,0.49,4.5,27.0,133.0,0.9946,3.24,0.42,10.6,1
1460,0,8.5,0.17,0.74,3.6,29.0,128.0,0.9928,3.28,0.4,12.4,1
1461,0,6.4,0.145,0.49,5.4,54.0,164.0,0.9946,3.56,0.44,10.8,1
1462,0,7.4,0.16,0.49,1.2,18.0,150.0,0.9917,3.23,0.47,11.2,1
1463,0,8.3,0.19,0.49,1.2,11.0,137.0,0.9918,3.06,0.46,11.0,1
1464,0,8.0,0.44,0.49,9.1,46.0,151.0,0.9926,3.16,0.27,12.7,2
1465,0,7.0,0.2,0.74,0.8,19.0,163.0,0.9931,3.46,0.53,10.2,0
1466,0,6.9,0.19,0.49,6.6,49.0,172.0,0.9932,3.2,0.27,11.5,1
1467,0,7.1,0.25,0.49,3.0,30.0,96.0,0.9903,3.13,0.39,12.3,2
1468,0,6.5,0.24,0.24,1.6,15.0,60.0,0.9928,3.19,0.39,9.8,0
1469,0,7.2,0.4,0.49,1.1,11.0,138.0,0.9929,3.01,0.42,9.3,0
1470,0,7.6,0.52,0.49,14.0,37.0,156.0,0.9958,3.14,0.38,11.8,2
1471,0,7.8,0.43,0.49,13.0,37.0,158.0,0.9955,3.14,0.35,11.3,1
1472,0,7.8,0.21,0.49,1.35,6.0,48.0,0.9911,3.15,0.28,11.4,0
1473,0,7.0,0.2,0.49,5.9,39.0,128.0,0.9938,3.21,0.48,10.8,1
1474,0,6.9,0.25,0.24,3.6,13.0,85.0,0.9942,2.99,0.48,9.5,0
1475,0,7.2,0.08,0.49,1.3,18.0,148.0,0.9945,3.46,0.44,10.2,1
1476,0,7.1,0.85,0.49,8.7,40.0,184.0,0.9962,3.22,0.36,10.7,0
1477,0,7.6,0.51,0.24,1.2,10.0,104.0,0.992,3.05,0.29,10.8,1
1478,0,7.9,0.22,0.24,4.6,39.0,159.0,0.9927,2.99,0.28,11.5,1
1479,0,7.7,0.16,0.49,2.0,20.0,124.0,0.9948,3.32,0.49,10.7,1
1480,0,7.2,0.08,0.49,1.3,18.0,148.0,0.9945,3.46,0.44,10.2,1
1481,0,6.6,0.25,0.24,1.7,26.0,124.0,0.9942,3.37,0.6,10.1,1
1482,0,6.7,0.16,0.49,2.4,57.0,187.0,0.9952,3.62,0.81,10.4,1
1483,0,6.9,0.25,0.24,3.6,13.0,85.0,0.9942,2.99,0.48,9.5,0
1484,0,7.5,0.32,0.24,4.6,8.0,134.0,0.9958,3.14,0.5,9.1,0
1485,0,7.4,0.28,0.49,1.5,20.0,126.0,0.9918,2.98,0.39,10.6,1
1486,0,6.2,0.15,0.49,0.9,17.0,51.0,0.9932,3.3,0.7,9.4,1
1487,0,6.7,0.25,0.74,19.4,44.0,169.0,1.0004,3.51,0.45,9.8,1
1488,0,6.5,0.26,0.74,13.3,68.0,224.0,0.9972,3.18,0.54,9.5,1
1489,0,7.9,0.16,0.74,17.85,52.0,187.0,0.9998,2.99,0.41,9.3,0
1490,0,5.6,0.185,0.49,1.1,28.0,117.0,0.9918,3.55,0.45,10.3,1
1491,0,7.5,0.2,0.49,1.3,8.0,97.0,0.9918,3.06,0.62,11.1,0
1492,0,8.0,0.3,0.49,9.4,47.0,188.0,0.9964,3.14,0.48,10.0,0
1493,0,8.0,0.34,0.49,9.0,39.0,180.0,0.9936,3.13,0.38,12.3,2
1494,0,7.7,0.35,0.49,8.65,42.0,186.0,0.9931,3.14,0.38,12.4,2
1495,0,7.6,0.29,0.49,9.6,45.0,197.0,0.9938,3.13,0.38,12.3,2
1496,0,6.7,0.62,0.24,1.1,6.0,62.0,0.9934,3.41,0.32,10.4,0
1497,0,6.8,0.27,0.49,1.2,35.0,126.0,0.99,3.13,0.48,12.1,2
1498,0,7.7,0.27,0.49,1.8,23.0,86.0,0.9914,3.16,0.42,12.5,1
1499,0,6.7,0.51,0.24,2.1,14.0,155.0,0.9904,3.22,0.6,13.0,1
1500,0,7.4,0.19,0.49,9.3,26.0,132.0,0.994,2.99,0.32,11.0,2
1501,0,8.3,0.2,0.49,1.7,34.0,169.0,0.9938,3.05,0.37,10.1,0
1502,0,6.6,0.3,0.24,1.2,17.0,121.0,0.9933,3.13,0.36,9.2,0
1503,0,6.8,0.36,0.24,4.6,24.0,124.0,0.9909,3.27,0.34,12.6,2
1504,0,7.0,0.17,0.74,12.8,24.0,126.0,0.9942,3.26,0.38,12.2,2
1505,0,9.2,0.18,0.49,1.5,39.0,130.0,0.9945,3.04,0.49,9.8,2
1506,0,8.1,0.2,0.49,8.1,51.0,205.0,0.9954,3.1,0.52,11.0,1
1507,0,7.8,0.26,0.74,7.5,59.0,160.0,0.996,3.22,0.64,10.0,1
1508,0,6.8,0.21,0.49,14.5,50.0,170.0,0.9991,3.55,0.44,9.8,1
1509,0,7.9,0.2,0.49,1.6,15.0,144.0,0.993,3.16,0.47,10.5,0
1510,0,8.0,0.18,0.49,1.8,10.0,145.0,0.9942,3.23,0.48,10.0,0
1511,0,8.8,0.23,0.74,3.2,15.0,126.0,0.9934,3.02,0.51,11.2,1
1512,0,7.3,0.22,0.49,9.4,29.0,134.0,0.9939,2.99,0.32,11.0,2
1513,0,7.3,0.22,0.49,9.9,48.0,161.0,0.9937,3.01,0.28,11.2,1
1514,0,7.4,0.19,0.49,9.3,26.0,132.0,0.994,2.99,0.32,11.0,2
1515,0,7.3,0.155,0.49,1.3,34.0,136.0,0.9926,3.14,0.77,10.5,1
1516,0,8.2,0.22,0.49,9.6,53.0,154.0,0.9951,3.02,0.33,10.6,1
1517,0,8.2,0.24,0.49,9.3,52.0,163.0,0.9952,3.02,0.33,10.6,1
1518,0,8.4,0.23,0.49,7.8,22.0,95.0,0.9935,3.04,0.34,12.0,1
1519,0,8.3,0.2,0.49,1.7,34.0,169.0,0.9938,3.05,0.37,10.1,0
1520,0,8.3,0.2,0.49,1.7,38.0,167.0,0.9939,3.05,0.37,10.1,1
1521,0,6.6,0.3,0.24,1.2,17.0,121.0,0.9933,3.13,0.36,9.2,0
1522,0,6.9,0.21,0.49,1.4,15.0,164.0,0.9927,3.25,0.63,11.0,0
1523,0,8.0,0.25,0.49,9.0,31.0,185.0,0.998,3.34,0.49,10.0,1
1524,0,6.6,0.21,0.49,18.15,41.0,158.0,0.9997,3.28,0.39,8.7,1
1525,0,7.2,0.27,0.74,12.5,47.0,156.0,0.9981,3.04,0.44,8.7,0
1526,0,14.2,0.27,0.49,1.1,33.0,156.0,0.992,3.15,0.54,11.1,1
1527,0,7.9,0.28,0.49,7.7,48.0,195.0,0.9954,3.04,0.55,11.0,1
1528,0,7.4,0.27,0.49,1.1,33.0,156.0,0.992,3.15,0.54,11.1,1
1529,0,6.6,0.21,0.49,18.15,41.0,158.0,0.9997,3.28,0.39,8.7,1
1530,0,7.2,0.27,0.74,12.5,47.0,156.0,0.9981,3.04,0.44,8.7,0
1531,0,8.1,0.3,0.49,8.1,26.0,174.0,0.9943,3.1,0.3,11.2,2
1532,0,7.5,0.23,0.49,7.7,61.0,209.0,0.9941,3.14,0.3,11.1,2
1533,0,7.3,0.26,0.49,5.0,32.0,107.0,0.9936,3.24,0.54,10.8,1
1534,0,7.1,0.18,0.74,15.6,44.0,176.0,0.9996,3.38,0.67,9.0,1
1535,0,8.5,0.15,0.49,1.5,17.0,122.0,0.9932,3.03,0.4,10.3,1
1536,0,8.9,0.13,0.49,1.0,6.0,24.0,0.9926,2.91,0.32,9.9,0
1537,0,8.1,0.28,0.49,1.0,32.0,148.0,0.9936,3.13,0.41,10.0,1
1538,0,6.0,0.17,0.49,1.0,26.0,106.0,0.992,3.21,0.42,9.8,1
1539,0,7.3,0.26,0.49,5.0,32.0,107.0,0.9936,3.24,0.54,10.8,1
1540,0,7.1,0.18,0.74,15.6,44.0,176.0,0.9996,3.38,0.67,9.0,1
1541,0,7.1,0.53,0.24,0.8,29.0,86.0,0.993,3.16,0.32,9.1,0
1542,0,7.2,0.16,0.49,1.3,27.0,104.0,0.9924,3.23,0.57,10.6,1
1543,0,7.3,0.14,0.49,1.1,28.0,99.0,0.9928,3.2,0.72,10.6,1
1544,0,8.9,0.13,0.49,1.0,6.0,24.0,0.9926,2.91,0.32,9.9,0
1545,0,7.9,0.12,0.49,5.2,33.0,152.0,0.9952,3.18,0.47,10.6,1
1546,0,6.7,0.29,0.49,4.7,35.0,156.0,0.9945,3.13,0.45,9.9,1
1547,0,6.7,0.3,0.49,4.8,36.0,158.0,0.9945,3.12,0.45,9.9,1
1548,0,7.1,0.36,0.24,1.8,32.0,102.0,0.9903,3.34,0.59,12.8,1
1549,0,8.5,0.15,0.49,1.5,17.0,122.0,0.9932,3.03,0.4,10.3,1
1550,0,7.9,0.18,0.49,5.2,36.0,157.0,0.9953,3.18,0.48,10.6,1
1551,0,6.6,0.19,0.99,1.2,45.0,129.0,0.9936,3.09,0.31,8.7,1
1552,0,7.3,0.21,0.49,1.8,44.0,152.0,0.9912,3.32,0.44,12.6,2
1553,0,6.9,0.3,0.49,7.6,25.0,156.0,0.9962,3.43,0.63,11.0,2
1554,0,7.9,0.42,0.49,8.2,32.0,164.0,0.9965,3.29,0.6,11.2,2
1555,0,6.9,0.24,0.49,1.3,35.0,148.0,0.9932,3.45,0.57,10.7,2
1556,0,7.6,0.23,0.49,10.0,45.0,182.0,0.9967,3.08,0.58,9.6,1
1557,0,7.9,0.18,0.49,5.2,36.0,157.0,0.9953,3.18,0.48,10.6,1
1558,0,6.2,0.43,0.49,6.4,12.0,115.0,0.9963,3.27,0.57,9.0,0
